Report generated on January 2022.
Detailed sales data for year 2021.


ID	Order ID	Customer Name	State	Region-Rep	Product	Category	Quarter	Numeral	Order Date	Shipped Date	Quantity	Price	Total Sales
1177	3472	Fuller & Ackerman Publishing	KY	Southeast-Mason	Camera	Cameras and Phones	Quarter 3	Third	9/19/2021	9/25/2021	19	$299.00	"$5,651.10"
684	3473	12PointFont	NH	Northeast-Price	Printer	Printers	Quarter 3	Third	9/20/2021	9/25/2021	21	$99.99	"$2,079.79"
485	3474	Infinite Wealth	CT	Northeast-Price	Video game console	Game Consoles	Quarter 2	Second	5/22/2021	5/26/2021	11	$349.00	"$3,839.00"
814	3475	Bettendorf's	PA	Northeast-Price	Tablet computer	Computers	Quarter 1	First	2/28/2021	3/5/2021	9	$325.00	"$3,055.00"
1945	3476	Rudison Technologies	WY	West-Reyes	Printer	Printers	Quarter 2	Second	4/1/2021	4/4/2021	19	$99.99	"$1,849.82"
1780	3477	Forth & Towne	ID	West-Reyes	Printer	Printers	Quarter 1	First	3/30/2021	4/4/2021	22	$99.99	"$2,179.78"
1319	3478	Rossi Auto Parts	SC	Southeast-Mason	Laptop	Computers	Quarter 2	Second	4/10/2021	4/12/2021	25	$329.25	"$8,099.55"
1460	3479	Fuller & Ackerman Publishing	AZ	Southwest-Adams	Printer	Printers	Quarter 2	Second	4/1/2021	4/4/2021	14	$99.99	"$1,399.86"
57	3480	Perisolution	IL	Midwest-Alvarez	Tablet computer	Computers	Quarter 3	Third	9/30/2021	10/5/2021	6	$325.00	"$1,820.00"
1252	3481	Garden Master	MS	Southeast-Oliver	Video game console	Game Consoles	Quarter 1	First	3/25/2021	3/29/2021	22	$349.00	"$7,573.30"
1136	3482	Rudison Technologies	GA	Southeast-Mason	Laptop	Computers	Quarter 1	First	1/13/2021	1/17/2021	14	$329.25	"$4,708.28"
815	3483	Hexa Web Hosting	PA	Northeast-Price	Bluetooth speaker	Audio-Video	Quarter 3	Third	7/26/2021	7/27/2021	24	$154.95	"$3,672.32"
1320	3484	Quest Technology Service	SC	Southeast-Mason	Camera	Cameras and Phones	Quarter 1	First	2/25/2021	2/27/2021	22	$299.00	"$6,488.30"
206	3485	Waccamaw Pottery	MN	Midwest-Alvarez	Tablet computer	Computers	Quarter 3	Third	9/23/2021	9/26/2021	24	$325.00	"$7,767.50"
519	3486	Garden Master	DE	Northeast-Price	Camera	Cameras and Phones	Quarter 4	Fourth	12/16/2021	12/21/2021	7	$299.00	"$1,943.50"
972	3487	Quality Realty Service	WA	NorthWest-Barnes	Mobile phone	Cameras and Phones	Quarter 1	First	1/17/2021	1/17/2021	16	$285.99	"$4,661.64"
98	3488	Pointers	IN	Midwest-Alvarez	Camera	Cameras and Phones	Quarter 4	Fourth	11/17/2021	11/17/2021	16	$299.00	"$4,873.70"
1350	3489	Music Plus	TN	Southeast-Mason	Printer	Printers	Quarter 1	First	3/18/2021	3/21/2021	7	$99.99	$679.93
137	3490	The Record Shops at TSS	KS	Midwest-Alvarez	Mobile phone	Cameras and Phones	Quarter 1	First	2/10/2021	2/16/2021	15	$285.99	"$4,175.45"
1051	3491	Music Plus	AR	Southeast-Oliver	Television	Audio-Video	Quarter 4	Fourth	12/30/2021	1/5/2020	23	$295.19	"$6,848.41"
1321	3492	The Wall	SC	Southeast-Oliver	Tablet computer	Computers	Quarter 1	First	2/10/2021	2/10/2021	15	$325.00	"$4,875.00"
292	3493	Knox Lumber	ND	Midwest-Tucker	Mobile phone	Cameras and Phones	Quarter 2	Second	4/20/2021	4/22/2021	19	$285.99	"$5,376.61"
170	3494	The Family Sing Center	MI	Midwest-Tucker	Laptop	Computers	Quarter 2	Second	5/10/2021	5/16/2021	16	$329.25	"$5,235.08"
604	3495	The Wall	MD	Northeast-Carter	Mobile phone	Cameras and Phones	Quarter 4	Fourth	12/10/2021	12/10/2021	11	$285.99	"$3,231.69"
332	3496	Rossi Auto Parts	NE	Midwest-Tucker	Bluetooth speaker	Audio-Video	Quarter 2	Second	4/15/2021	4/16/2021	21	$154.95	"$3,191.97"
816	3497	Rustler Steak House	PA	Northeast-Carter	Camera	Cameras and Phones	Quarter 4	Fourth	12/28/2021	12/28/2021	6	$299.00	"$1,704.30"
1830	3498	Sportmart	MT	West-Reyes	Printer	Printers	Quarter 3	Third	7/21/2021	7/25/2021	25	$99.99	"$2,459.75"
730	3499	Burger Chef	NJ	Northeast-Price	Bluetooth speaker	Audio-Video	Quarter 1	First	1/1/2021	1/2/2021	24	$154.95	"$3,672.32"
486	3500	Greene City BBQ Kitchen	CT	Northeast-Carter	Bluetooth speaker	Audio-Video	Quarter 4	Fourth	12/4/2021	12/10/2021	7	$154.95	"$1,053.66"
685	3501	Big D Supermarkets	NH	Northeast-Carter	Bluetooth speaker	Audio-Video	Quarter 3	Third	7/20/2021	7/24/2021	21	$154.95	"$3,176.48"
926	3502	Greene City Interiors	OR	NorthWest-Barnes	Mobile phone	Cameras and Phones	Quarter 1	First	3/9/2021	3/13/2021	14	$285.99	"$4,032.46"
605	3503	Greene City Nursery School	MD	Northeast-Price	Bluetooth speaker	Audio-Video	Quarter 4	Fourth	12/17/2021	12/22/2021	14	$154.95	"$2,231.28"
1504	3504	Cardinal Stores	NM	Southwest-Adams	Bluetooth speaker	Audio-Video	Quarter 3	Third	9/12/2021	9/15/2021	7	$154.95	"$1,022.67"
368	3505	Compact Disc Center	OH	Midwest-Tucker	Printer	Printers	Quarter 4	Fourth	10/9/2021	10/11/2021	13	$99.99	"$1,319.87"
1781	3506	Earthworks Yard Maintenance	ID	West-Reyes	Mobile phone	Cameras and Phones	Quarter 2	Second	5/31/2021	6/1/2021	11	$285.99	"$3,145.89"
1351	3507	My Footprint Sports	TN	Southeast-Oliver	Video game console	Game Consoles	Quarter 1	First	3/31/2021	4/4/2021	22	$349.00	"$7,678.00"
1699	3508	Olson's Market	CO	West-Reyes	Laptop	Computers	Quarter 4	Fourth	10/22/2021	10/28/2021	18	$329.25	"$5,926.50"
927	3509	Greene City BBQ Kitchen	OR	NorthWest-Barnes	Television	Audio-Video	Quarter 3	Third	9/6/2021	9/10/2021	10	$295.19	"$2,981.42"
1419	3510	Knox Lumber	WV	Southeast-Oliver	Tablet computer	Computers	Quarter 4	Fourth	12/22/2021	12/24/2021	14	$325.00	"$4,647.50"
686	3511	Rite Solution	NH	Northeast-Carter	Music player	Audio-Video	Quarter 3	Third	8/29/2021	8/29/2021	11	$134.99	"$1,525.39"
1382	3512	Chloe Community Gallery and Workshop	VA	Southeast-Mason	Music player	Audio-Video	Quarter 2	Second	5/18/2021	5/18/2021	14	$134.99	"$1,943.86"
1868	3513	Franklin Simon	NV	West-Reyes	Printer	Printers	Quarter 3	Third	7/14/2021	7/14/2021	19	$99.99	"$1,869.81"
369	3514	Greene City Legal Services	OH	Midwest-Tucker	Bluetooth speaker	Audio-Video	Quarter 3	Third	9/7/2021	9/7/2021	8	$154.95	"$1,224.11"
1322	3515	Olson's Market	SC	Southeast-Oliver	Bluetooth speaker	Audio-Video	Quarter 2	Second	4/26/2021	5/2/2021	6	$154.95	$898.71
247	3516	Keeney's	MO	Midwest-Alvarez	Printer	Printers	Quarter 1	First	1/13/2021	1/18/2021	18	$99.99	"$1,839.82"
1540	3517	De Pinna	OK	Southwest-Adams	Music player	Audio-Video	Quarter 3	Third	8/6/2021	8/8/2021	6	$134.99	$755.94
99	3518	Hexa Web Hosting	IN	Midwest-Alvarez	Tablet computer	Computers	Quarter 3	Third	9/30/2021	10/3/2021	6	$325.00	"$2,080.00"
441	3519	Rustler Steak House	WI	Midwest-Alvarez	Laptop	Computers	Quarter 1	First	2/11/2021	2/13/2021	14	$329.25	"$4,543.65"
1579	3520	Fuller & Ackerman Publishing	TX	Southwest-Adams	Mobile phone	Cameras and Phones	Quarter 1	First	1/6/2021	1/6/2021	7	$285.99	"$1,944.73"
687	3521	Thorofare	NH	Northeast-Price	Tablet computer	Computers	Quarter 1	First	2/3/2021	2/5/2021	25	$325.00	"$8,092.50"
1831	3522	Greene City National Bank	MT	West-Reyes	Television	Audio-Video	Quarter 2	Second	5/17/2021	5/19/2021	23	$295.19	"$6,700.81"
1052	3523	Music Plus	AR	Southeast-Oliver	Laptop	Computers	Quarter 2	Second	6/4/2021	6/4/2021	23	$329.25	"$7,506.90"
973	3524	Coconut's	WA	NorthWest-Barnes	Printer	Printers	Quarter 3	Third	7/26/2021	7/26/2021	23	$99.99	"$2,299.77"
688	3525	Rudison Technologies	NH	Northeast-Price	Laptop	Computers	Quarter 3	Third	7/17/2021	7/18/2021	21	$329.25	"$6,914.25"
562	3526	Cala Foods	MA	Northeast-Price	Printer	Printers	Quarter 4	Fourth	10/18/2021	10/21/2021	5	$99.99	$509.95
817	3527	Forth & Towne	PA	Northeast-Carter	Television	Audio-Video	Quarter 3	Third	9/27/2021	9/27/2021	19	$295.19	"$5,579.09"
248	3528	Garden Master	MO	Midwest-Alvarez	Television	Audio-Video	Quarter 2	Second	4/1/2021	4/2/2021	16	$295.19	"$4,604.96"
1461	3529	Helios Air	AZ	Southwest-Adams	Laptop	Computers	Quarter 1	First	1/1/2021	1/6/2021	20	$329.25	"$6,486.23"
171	3530	Perisolution	MI	Midwest-Tucker	Television	Audio-Video	Quarter 3	Third	9/26/2021	9/27/2021	8	$295.19	"$2,479.60"
563	3531	Bettendorf's	MA	Northeast-Price	Laptop	Computers	Quarter 2	Second	4/29/2021	5/4/2021	24	$329.25	"$7,869.08"
1100	3532	Quest Technology Service	FL	Southeast-Mason	Television	Audio-Video	Quarter 4	Fourth	10/12/2021	10/15/2021	8	$295.19	"$2,479.60"
249	3533	Quality Realty Service	MO	Midwest-Alvarez	Laptop	Computers	Quarter 4	Fourth	11/21/2021	11/27/2021	18	$329.25	"$6,058.20"
778	3534	Waccamaw Pottery	NY	Northeast-Carter	Music player	Audio-Video	Quarter 1	First	3/14/2021	3/17/2021	7	$134.99	$985.43
1289	3535	Realty Zone	NC	Southeast-Mason	Television	Audio-Video	Quarter 2	Second	5/10/2021	5/13/2021	6	$295.19	"$1,800.66"
1178	3536	Asiatic Solutions	KY	Southeast-Oliver	Television	Audio-Video	Quarter 4	Fourth	12/21/2021	12/25/2021	19	$295.19	"$5,697.17"
854	3537	Konsili	RI	Northeast-Carter	Tablet computer	Computers	Quarter 1	First	2/13/2021	2/18/2021	9	$325.00	"$2,892.50"
564	3538	National Hardgoods Distributors	MA	Northeast-Carter	Music player	Audio-Video	Quarter 1	First	1/14/2021	1/14/2021	16	$134.99	"$2,213.84"
1655	3539	De Pinna	CA	West-Reyes	Laptop	Computers	Quarter 4	Fourth	11/21/2021	11/21/2021	9	$329.25	"$2,996.18"
1740	3540	Pointers	HI	West-Reyes	Printer	Printers	Quarter 1	First	1/10/2021	1/13/2021	10	$99.99	"$1,019.90"
1700	3541	Rudison Technologies	CO	West-Reyes	Tablet computer	Computers	Quarter 3	Third	8/18/2021	8/23/2021	13	$325.00	"$4,127.50"
1782	3542	Greene City Interiors	ID	West-Reyes	Printer	Printers	Quarter 2	Second	6/9/2021	6/9/2021	25	$99.99	"$2,459.75"
1505	3543	12PointFont	NM	Southwest-Adams	Camera	Cameras and Phones	Quarter 4	Fourth	11/6/2021	11/8/2021	12	$299.00	"$3,677.70"
1783	3544	Smitty's Marketplace	ID	West-Reyes	Tablet computer	Computers	Quarter 1	First	3/14/2021	3/19/2021	6	$325.00	"$2,080.00"
24	3545	A Plus Lawn Care	IA	Midwest-Tucker	Video game console	Game Consoles	Quarter 2	Second	4/1/2021	4/4/2021	11	$349.00	"$3,943.70"
818	3546	Greene City Interiors	PA	Northeast-Carter	Video game console	Game Consoles	Quarter 1	First	3/28/2021	4/2/2021	6	$349.00	"$2,094.00"
487	3547	Quest Technology Service	CT	Northeast-Carter	Camera	Cameras and Phones	Quarter 4	Fourth	11/26/2021	11/26/2021	13	$299.00	"$3,737.50"
565	3548	Kessel Food Market	MA	Northeast-Carter	Mobile phone	Cameras and Phones	Quarter 1	First	2/1/2021	2/4/2021	21	$285.99	"$6,062.99"
882	3549	Konsili	VT	Northeast-Price	Video game console	Game Consoles	Quarter 2	Second	4/15/2021	4/20/2021	16	$349.00	"$5,723.60"
1701	3550	The Family Sing Center	CO	West-Reyes	Printer	Printers	Quarter 2	Second	6/13/2021	6/13/2021	23	$99.99	"$2,289.77"
1290	3551	Cala Foods	NC	Southeast-Oliver	Music player	Audio-Video	Quarter 1	First	2/27/2021	3/1/2021	9	$134.99	"$1,228.41"
1323	3552	12PointFont	SC	Southeast-Oliver	Television	Audio-Video	Quarter 3	Third	7/5/2021	7/5/2021	23	$295.19	"$6,730.33"
520	3553	Mr. Steak	DE	Northeast-Carter	Mobile phone	Cameras and Phones	Quarter 4	Fourth	11/28/2021	12/2/2021	12	$285.99	"$3,346.08"
1218	3554	John Plain	LA	Southeast-Oliver	Camera	Cameras and Phones	Quarter 4	Fourth	11/30/2021	12/6/2021	6	$299.00	"$1,674.40"
883	3555	My Footprint Sports	VT	Northeast-Price	Television	Audio-Video	Quarter 3	Third	8/19/2021	8/23/2021	17	$295.19	"$5,077.27"
58	3556	Asiatic Solutions	IL	Midwest-Tucker	Tablet computer	Computers	Quarter 3	Third	8/31/2021	9/2/2021	16	$325.00	"$5,167.50"
779	3557	Helios Air	NY	Northeast-Carter	Video game console	Game Consoles	Quarter 3	Third	7/19/2021	7/22/2021	14	$349.00	"$4,816.20"
928	3558	Greene City Interiors	OR	NorthWest-Barnes	Bluetooth speaker	Audio-Video	Quarter 3	Third	9/28/2021	10/2/2021	25	$154.95	"$3,796.28"
1915	3559	Richland State College at Greene City	UT	West-Reyes	Video game console	Game Consoles	Quarter 4	Fourth	12/22/2021	12/28/2021	21	$349.00	"$7,433.70"
1832	3560	Smitty's Marketplace	MT	West-Reyes	Mobile phone	Cameras and Phones	Quarter 2	Second	4/6/2021	4/12/2021	11	$285.99	"$3,031.49"
1179	3561	Planetbiz	KY	Southeast-Oliver	Tablet computer	Computers	Quarter 2	Second	5/31/2021	6/3/2021	17	$325.00	"$5,395.00"
100	3562	Big D Supermarkets	IN	Midwest-Tucker	Laptop	Computers	Quarter 1	First	1/24/2021	1/27/2021	18	$329.25	"$5,794.80"
651	3563	Sportmart	ME	Northeast-Price	Laptop	Computers	Quarter 2	Second	4/7/2021	4/13/2021	22	$329.25	"$7,276.43"
1580	3564	Keeney's	TX	Southwest-Adams	Bluetooth speaker	Audio-Video	Quarter 4	Fourth	12/7/2021	12/13/2021	10	$154.95	"$1,565.00"
974	3565	Forth & Towne	WA	NorthWest-Barnes	Television	Audio-Video	Quarter 1	First	2/17/2021	2/22/2021	17	$295.19	"$4,959.19"
1581	3566	Franklin Simon	TX	Southwest-Adams	Television	Audio-Video	Quarter 2	Second	6/16/2021	6/21/2021	14	$295.19	"$4,221.22"
333	3567	The Record Shops at TSS	NE	Midwest-Alvarez	Bluetooth speaker	Audio-Video	Quarter 4	Fourth	10/12/2021	10/13/2021	18	$154.95	"$2,804.60"
731	3568	Luskin's	NJ	Northeast-Carter	Music player	Audio-Video	Quarter 1	First	2/13/2021	2/14/2021	6	$134.99	$742.45
1137	3569	Network Air	GA	Southeast-Mason	Video game console	Game Consoles	Quarter 4	Fourth	11/24/2021	11/29/2021	21	$349.00	"$7,329.00"
1506	3570	John Plain	NM	Southwest-Adams	Mobile phone	Cameras and Phones	Quarter 2	Second	6/20/2021	6/21/2021	24	$285.99	"$6,777.96"
1869	3571	Hand Loved Craft Supplies	NV	West-Reyes	Video game console	Game Consoles	Quarter 2	Second	6/10/2021	6/11/2021	14	$349.00	"$4,990.70"
1101	3572	Big D Supermarkets	FL	Southeast-Mason	Mobile phone	Cameras and Phones	Quarter 3	Third	9/1/2021	9/4/2021	23	$285.99	"$6,463.37"
207	3573	Rustler Steak House	MN	Midwest-Tucker	Camera	Cameras and Phones	Quarter 2	Second	6/2/2021	6/8/2021	23	$299.00	"$6,906.90"
1656	3574	Bodega Club	CA	West-Reyes	Camera	Cameras and Phones	Quarter 4	Fourth	10/26/2021	10/27/2021	13	$299.00	"$4,006.60"
1011	3575	Quality Realty Service	AL	Southeast-Oliver	Printer	Printers	Quarter 3	Third	7/7/2021	7/13/2021	19	$99.99	"$1,899.81"
402	3576	Cardinal Stores	SD	Midwest-Alvarez	Television	Audio-Video	Quarter 2	Second	4/9/2021	4/14/2021	19	$295.19	"$5,667.65"
652	3577	Earthworks Yard Maintenance	ME	Northeast-Carter	Video game console	Game Consoles	Quarter 1	First	2/28/2021	3/2/2021	21	$349.00	"$7,468.60"
1462	3578	Hughes & Hatcher	AZ	Southwest-Adams	Mobile phone	Cameras and Phones	Quarter 3	Third	9/9/2021	9/13/2021	6	$285.99	"$1,801.74"
1012	3579	Greene City Nursery School	AL	Southeast-Mason	Television	Audio-Video	Quarter 3	Third	9/19/2021	9/25/2021	25	$295.19	"$7,261.67"
780	3580	Perisolution	NY	Northeast-Price	Bluetooth speaker	Audio-Video	Quarter 2	Second	6/27/2021	6/30/2021	18	$154.95	"$2,835.59"
732	3581	Skaggs-Alpha Beta	NJ	Northeast-Price	Printer	Printers	Quarter 4	Fourth	10/12/2021	10/16/2021	20	$99.99	"$1,999.80"
1253	3582	Kessel Food Market	MS	Southeast-Mason	Music player	Audio-Video	Quarter 4	Fourth	11/12/2021	11/15/2021	22	$134.99	"$2,956.28"
1833	3583	Luskin's	MT	West-Reyes	Mobile phone	Cameras and Phones	Quarter 4	Fourth	12/6/2021	12/11/2021	13	$285.99	"$3,660.67"
1383	3584	Sea-Zones Greeting Card Company	VA	Southeast-Oliver	Television	Audio-Video	Quarter 4	Fourth	12/11/2021	12/13/2021	9	$295.19	"$2,597.67"
566	3585	Pointers	MA	Northeast-Carter	Television	Audio-Video	Quarter 1	First	2/19/2021	2/23/2021	20	$295.19	"$6,021.88"
653	3586	Big D Supermarkets	ME	Northeast-Carter	Camera	Cameras and Phones	Quarter 1	First	3/12/2021	3/18/2021	17	$299.00	"$5,112.90"
442	3587	Luskin's	WI	Midwest-Tucker	Television	Audio-Video	Quarter 3	Third	8/28/2021	8/31/2021	13	$295.19	"$3,719.39"
1420	3588	Bodega Club	WV	Southeast-Mason	Laptop	Computers	Quarter 1	First	1/28/2021	1/29/2021	20	$329.25	"$6,453.30"
59	3589	Best Products	IL	Midwest-Tucker	Mobile phone	Cameras and Phones	Quarter 3	Third	8/13/2021	8/14/2021	12	$285.99	"$3,346.08"
1013	3590	Konsili	AL	Southeast-Oliver	Television	Audio-Video	Quarter 1	First	3/30/2021	4/2/2021	25	$295.19	"$7,232.16"
1014	3591	Hughes & Hatcher	AL	Southeast-Mason	Music player	Audio-Video	Quarter 3	Third	9/5/2021	9/7/2021	6	$134.99	$782.94
488	3592	Perisolution	CT	Northeast-Carter	Music player	Audio-Video	Quarter 3	Third	8/31/2021	9/6/2021	7	$134.99	$890.93
733	3593	Konsili	NJ	Northeast-Price	Music player	Audio-Video	Quarter 4	Fourth	11/18/2021	11/19/2021	9	$134.99	"$1,241.91"
975	3594	Greene City BBQ Kitchen	WA	NorthWest-Barnes	Tablet computer	Computers	Quarter 1	First	3/29/2021	4/2/2021	23	$325.00	"$7,410.00"
1870	3595	De Pinna	NV	West-Reyes	Tablet computer	Computers	Quarter 4	Fourth	10/9/2021	10/13/2021	22	$325.00	"$7,215.00"
884	3596	Franklin Simon	VT	Northeast-Carter	Mobile phone	Cameras and Phones	Quarter 4	Fourth	11/23/2021	11/23/2021	16	$285.99	"$4,604.44"
138	3597	Bodega Club	KS	Midwest-Tucker	Bluetooth speaker	Audio-Video	Quarter 1	First	1/20/2021	1/23/2021	17	$154.95	"$2,634.15"
1784	3598	My Footprint Sports	ID	West-Reyes	Laptop	Computers	Quarter 2	Second	6/17/2021	6/20/2021	24	$329.25	"$7,869.08"
1421	3599	Rite Solution	WV	Southeast-Oliver	Video game console	Game Consoles	Quarter 1	First	2/17/2021	2/17/2021	9	$349.00	"$3,071.20"
1422	3600	The Family Sing Center	WV	Southeast-Oliver	Tablet computer	Computers	Quarter 1	First	2/12/2021	2/12/2021	14	$325.00	"$4,517.50"
334	3601	John Plain	NE	Midwest-Alvarez	Printer	Printers	Quarter 4	Fourth	11/10/2021	11/13/2021	23	$99.99	"$2,249.78"
250	3602	Burger Chef	MO	Midwest-Tucker	Laptop	Computers	Quarter 1	First	3/16/2021	3/16/2021	13	$329.25	"$4,148.55"
1657	3603	Bodega Club	CA	West-Reyes	Television	Audio-Video	Quarter 2	Second	6/18/2021	6/20/2021	17	$295.19	"$5,136.31"
208	3604	The Record Shops at TSS	MN	Midwest-Alvarez	Bluetooth speaker	Audio-Video	Quarter 3	Third	7/14/2021	7/20/2021	23	$154.95	"$3,625.83"
489	3605	Bit by Bit Fitness	CT	Northeast-Price	Laptop	Computers	Quarter 1	First	2/17/2021	2/18/2021	19	$329.25	"$6,091.13"
1658	3606	Earthworks Yard Maintenance	CA	West-Reyes	Music player	Audio-Video	Quarter 2	Second	6/29/2021	7/4/2021	14	$134.99	"$1,822.37"
1138	3607	Bodega Club	GA	Southeast-Mason	Television	Audio-Video	Quarter 2	Second	4/7/2021	4/8/2021	22	$295.19	"$6,376.10"
819	3608	Life's Gold	PA	Northeast-Price	Television	Audio-Video	Quarter 3	Third	9/25/2021	9/26/2021	7	$295.19	"$1,948.25"
855	3609	Richland State College at Greene City	RI	Northeast-Price	Television	Audio-Video	Quarter 2	Second	6/26/2021	6/27/2021	13	$295.19	"$3,689.88"
1741	3610	12PointFont	HI	West-Reyes	Laptop	Computers	Quarter 3	Third	7/9/2021	7/12/2021	5	$329.25	"$1,777.95"
1946	3611	Waccamaw Pottery	WY	West-Reyes	Tablet computer	Computers	Quarter 1	First	2/17/2021	2/22/2021	17	$325.00	"$5,525.00"
1423	3612	Cala Foods	WV	Southeast-Mason	Laptop	Computers	Quarter 3	Third	8/10/2021	8/13/2021	14	$329.25	"$4,510.73"
820	3613	Garden Master	PA	Northeast-Carter	Music player	Audio-Video	Quarter 3	Third	8/23/2021	8/27/2021	9	$134.99	"$1,201.41"
1139	3614	Knox Lumber	GA	Southeast-Oliver	Television	Audio-Video	Quarter 2	Second	6/16/2021	6/18/2021	21	$295.19	"$6,258.03"
1324	3615	Bodega Club	SC	Southeast-Mason	Music player	Audio-Video	Quarter 1	First	3/1/2021	3/3/2021	11	$134.99	"$1,457.89"
521	3616	Big D Supermarkets	DE	Northeast-Carter	Printer	Printers	Quarter 4	Fourth	10/12/2021	10/18/2021	6	$99.99	$589.94
251	3617	Compact Disc Center	MO	Midwest-Tucker	Printer	Printers	Quarter 2	Second	4/15/2021	4/15/2021	17	$99.99	"$1,669.83"
1834	3618	Rossi Auto Parts	MT	West-Reyes	Tablet computer	Computers	Quarter 1	First	1/1/2021	1/1/2021	10	$325.00	"$3,347.50"
1835	3619	Music Plus	MT	West-Reyes	Music player	Audio-Video	Quarter 4	Fourth	11/12/2021	11/17/2021	7	$134.99	$998.93
1541	3620	Raleigh's	OK	Southwest-Adams	Laptop	Computers	Quarter 2	Second	6/26/2021	6/30/2021	21	$329.25	"$6,749.63"
60	3621	Whitlocks Auto Supply	IL	Midwest-Alvarez	Video game console	Game Consoles	Quarter 4	Fourth	11/26/2021	11/26/2021	19	$349.00	"$6,665.90"
689	3622	Hughes & Hatcher	NH	Northeast-Price	Camera	Cameras and Phones	Quarter 4	Fourth	10/25/2021	10/31/2021	21	$299.00	"$6,219.20"
567	3623	National Auto Parts	MA	Northeast-Carter	Tablet computer	Computers	Quarter 2	Second	4/23/2021	4/24/2021	18	$325.00	"$5,980.00"
139	3624	Ecofriendly Sporting	KS	Midwest-Alvarez	Printer	Printers	Quarter 1	First	1/21/2021	1/27/2021	6	$99.99	$629.94
443	3625	Waccamaw Pottery	WI	Midwest-Alvarez	Tablet computer	Computers	Quarter 4	Fourth	11/19/2021	11/21/2021	21	$325.00	"$6,695.00"
61	3626	Asiatic Solutions	IL	Midwest-Tucker	Music player	Audio-Video	Quarter 2	Second	5/5/2021	5/10/2021	24	$134.99	"$3,226.26"
1871	3627	Cala Foods	NV	West-Reyes	Television	Audio-Video	Quarter 2	Second	4/4/2021	4/10/2021	22	$295.19	"$6,435.14"
690	3628	Skaggs-Alpha Beta	NH	Northeast-Price	Camera	Cameras and Phones	Quarter 2	Second	5/23/2021	5/23/2021	6	$299.00	"$1,823.90"
1102	3629	Bodega Club	FL	Southeast-Mason	Music player	Audio-Video	Quarter 4	Fourth	10/1/2021	10/7/2021	21	$134.99	"$2,888.79"
140	3630	Balanced Fortune	KS	Midwest-Tucker	Television	Audio-Video	Quarter 3	Third	8/26/2021	8/28/2021	23	$295.19	"$6,671.29"
1582	3631	Konsili	TX	Southwest-Adams	Laptop	Computers	Quarter 1	First	2/19/2021	2/25/2021	9	$329.25	"$3,062.03"
1384	3632	Music Plus	VA	Southeast-Mason	Bluetooth speaker	Audio-Video	Quarter 1	First	2/1/2021	2/7/2021	10	$154.95	"$1,487.52"
1325	3633	Bodega Club	SC	Southeast-Oliver	Printer	Printers	Quarter 1	First	3/7/2021	3/13/2021	11	$99.99	"$1,109.89"
781	3634	Quality Realty Service	NY	Northeast-Carter	Music player	Audio-Video	Quarter 4	Fourth	12/14/2021	12/17/2021	17	$134.99	"$2,348.83"
1015	3635	Richland State College at Greene City	AL	Southeast-Oliver	Laptop	Computers	Quarter 1	First	1/22/2021	1/25/2021	10	$329.25	"$3,127.88"
101	3636	Richland State College at Greene City	IN	Midwest-Alvarez	Video game console	Game Consoles	Quarter 4	Fourth	10/13/2021	10/14/2021	18	$349.00	"$6,107.50"
734	3637	Greene City Nursery School	NJ	Northeast-Price	Music player	Audio-Video	Quarter 1	First	2/7/2021	2/9/2021	7	$134.99	$985.43
1326	3638	Best Products	SC	Southeast-Oliver	Bluetooth speaker	Audio-Video	Quarter 4	Fourth	12/11/2021	12/12/2021	12	$154.95	"$1,812.92"
1463	3639	Planetbiz	AZ	Southwest-Adams	Music player	Audio-Video	Quarter 2	Second	6/20/2021	6/25/2021	8	$134.99	"$1,133.92"
1916	3640	Hand Loved Craft Supplies	UT	West-Reyes	Video game console	Game Consoles	Quarter 4	Fourth	12/9/2021	12/14/2021	18	$349.00	"$6,212.20"
1702	3641	Pointers	CO	West-Reyes	Video game console	Game Consoles	Quarter 3	Third	8/24/2021	8/28/2021	18	$349.00	"$6,247.10"
1385	3642	Knox Lumber	VA	Southeast-Mason	Tablet computer	Computers	Quarter 2	Second	6/15/2021	6/16/2021	6	$325.00	"$1,787.50"
1103	3643	Mr. Steak	FL	Southeast-Mason	Bluetooth speaker	Audio-Video	Quarter 3	Third	8/3/2021	8/5/2021	18	$154.95	"$2,727.12"
403	3644	Waccamaw Pottery	SD	Midwest-Tucker	Bluetooth speaker	Audio-Video	Quarter 2	Second	4/2/2021	4/8/2021	17	$154.95	"$2,587.67"
1507	3645	John Plain	NM	Southwest-Adams	Camera	Cameras and Phones	Quarter 2	Second	6/29/2021	7/2/2021	12	$299.00	"$3,617.90"
209	3646	Sea-Zones Greeting Card Company	MN	Midwest-Alvarez	Video game console	Game Consoles	Quarter 3	Third	9/24/2021	9/30/2021	18	$349.00	"$6,142.40"
1785	3647	Hughes & Hatcher	ID	West-Reyes	Television	Audio-Video	Quarter 3	Third	8/14/2021	8/14/2021	24	$295.19	"$7,025.52"
1947	3648	Life's Gold	WY	West-Reyes	Tablet computer	Computers	Quarter 4	Fourth	11/11/2021	11/15/2021	8	$325.00	"$2,470.00"
1016	3649	Flagg Bros. Shoes	AL	Southeast-Oliver	Printer	Printers	Quarter 4	Fourth	12/31/2021	1/1/2020	6	$99.99	$549.95
